"HouseholdBookID","ResidentID","Relationship"
"000000177","000000000303","wife"
"000000178","000000000304","householder"
"000000178","000000000305","offspring"
"000000179","000000000306","householder"
"000000179","000000000307","offspring"
"000000179","000000000308","offspring"
"000000180","000000000309","householder"
"000000180","000000000310","wife"
"000000181","000000000311","householder"
"000000181","000000000312","wife"
"000000181","000000000313","offspring"
"000000181","000000000314","offspring"
"000000182","000000000315","householder"
"000000182","000000000316","offspring"
"000000183","000000000317","householder"
"000000183","000000000318","offspring"
"000000183","000000000319","offspring"
"000000184","000000000320","householder"
"000000184","000000000321","wife"
"000000185","000000000322","householder"
"000000185","000000000323","offspring"
"000000186","000000000324","householder"
"000000186","000000000325","wife"
"000000186","000000000326","offspring"
"000000187","000000000327","householder"
"000000187","000000000328","offspring"
"000000188","000000000329","householder"
"000000188","000000000330","wife"
"000000189","000000000331","householder"
"000000189","000000000332","wife"
"000000190","000000000333","householder"
"000000190","000000000334","offspring"
"000000191","000000000335","householder"
"000000192","000000000336","householder"
"000000192","000000000337","offspring"
"000000193","000000000338","householder"
"000000193","000000000339","wife"
"000000193","000000000340","offspring"
"000000194","000000000341","householder"
"000000194","000000000342","offspring"
"000000195","000000000343","householder"
"000000195","000000000344","offspring"
"000000196","000000000345","householder"
"000000196","000000000346","wife"
"000000196","000000000347","offspring"
"000000197","000000000348","householder"
"000000197","000000000349","wife"
"000000198","000000000350","householder"
"000000198","000000000351","wife"
"000000198","000000000352","offspring"
"000000199","000000000353","householder"
"000000199","000000000354","wife"
"000000199","000000000355","offspring"
"000000200","000000000356","householder"
"000000201","000000000357","householder"
"000000201","000000000358","wife"
"000000202","000000000359","householder"
"000000202","000000000360","offspring"
"000000202","000000000361","offspring"
"000000203","000000000362","householder"
"000000203","000000000363","offspring"
"000000204","000000000364","householder"
"000000204","000000000365","offspring"
"000000205","000000000366","householder"
"000000205","000000000367","wife"
"000000206","000000000368","householder"
"000000206","000000000369","wife"
"000000206","000000000370","offspring"
"000000206","000000000371","offspring"
"000000207","000000000372","householder"
"000000208","000000000373","householder"
"000000208","000000000374","offspring"
"000000209","000000000375","householder"
"000000209","000000000376","wife"
"000000210","000000000377","householder"
"000000210","000000000378","wife"
"000000211","000000000379","householder"
"000000211","000000000380","offspring"
"000000212","000000000381","householder"
"000000212","000000000382","wife"
"000000212","000000000383","offspring"
"000000212","000000000384","offspring"
"000000213","000000000385","householder"
"000000213","000000000386","offspring"
"000000214","000000000387","householder"
"000000214","000000000388","wife"
"000000214","000000000389","offspring"
"000000215","000000000390","householder"
"000000215","000000000391","wife"
"000000216","000000000392","householder"
"000000216","000000000393","wife"
"000000216","000000000394","offspring"
"000000217","000000000395","householder"
"000000218","000000000396","householder"
"000000218","000000000397","wife"
"000000218","000000000398","offspring"
"000000218","000000000399","offspring"
"000000219","000000000400","householder"
"000000220","000000000401","householder"
"000000220","000000000402","wife"
"000000220","000000000403","offspring"
"000000221","000000000404","householder"
"000000221","000000000405","wife"
"000000221","000000000406","offspring"
"000000222","000000000407","householder"
"000000222","000000000408","offspring"
"000000223","000000000409","householder"
"000000223","000000000410","offspring"
"000000223","000000000411","offspring"
"000000224","000000000412","householder"
"000000224","000000000413","offspring"
"000000225","000000000414","householder"
"000000225","000000000415","offspring"
"000000226","000000000416","householder"
"000000226","000000000417","wife"
"000000227","000000000418","householder"
"000000228","000000000419","householder"
"000000228","000000000420","wife"
"000000228","000000000421","offspring"
"000000229","000000000422","householder"
"000000229","000000000423","offspring"
"000000230","000000000424","householder"
"000000230","000000000425","offspring"
"000000231","000000000426","householder"
"000000232","000000000427","householder"
"000000232","000000000428","offspring"
"000000233","000000000429","householder"
"000000233","000000000430","wife"
"000000233","000000000431","offspring"
"000000234","000000000432","householder"
"000000234","000000000433","wife"
"000000234","000000000434","offspring"
"000000234","000000000435","offspring"
"000000235","000000000436","householder"
"000000235","000000000437","offspring"
"000000235","000000000438","offspring"
"000000236","000000000439","householder"
"000000237","000000000440","householder"
"000000237","000000000441","wife"
"000000238","000000000442","householder"
"000000238","000000000443","offspring"
"000000239","000000000444","householder"
"000000240","000000000445","householder"
"000000241","000000000446","householder"
"000000242","000000000447","householder"
"000000243","000000000448","householder"
"000000243","000000000449","wife"
"000000244","000000000450","householder"
"000000245","000000000451","householder"
"000000245","000000000452","wife"
"000000245","000000000453","offspring"
"000000245","000000000454","offspring"
"000000246","000000000455","householder"
"000000246","000000000456","wife"
"000000247","000000000457","householder"
"000000248","000000000458","householder"
"000000248","000000000459","offspring"
"000000248","000000000460","offspring"
"000000249","000000000461","householder"
"000000249","000000000462","wife"
"000000249","000000000463","offspring"
"000000250","000000000464","householder"
"000000250","000000000465","wife"
"000000251","000000000466","householder"
"000000252","000000000467","householder"
"000000252","000000000468","wife"
"000000252","000000000469","offspring"
"000000252","000000000470","offspring"
"000000253","000000000471","householder"
"000000253","000000000472","offspring"
"000000254","000000000473","householder"
"000000254","000000000474","offspring"
"000000255","000000000475","householder"
"000000255","000000000476","wife"
"000000256","000000000477","householder"
"000000256","000000000478","offspring"
"000000256","000000000479","offspring"
"000000257","000000000480","householder"
"000000258","000000000481","householder"
"000000259","000000000482","householder"
"000000260","000000000483","householder"
"000000260","000000000484","wife"
"000000261","000000000485","householder"
"000000261","000000000486","offspring"
"000000261","000000000487","offspring"
"000000262","000000000488","householder"
"000000262","000000000489","wife"
"000000263","000000000490","householder"
"000000263","000000000491","offspring"
"000000264","000000000492","householder"
"000000264","000000000493","wife"
"000000264","000000000494","offspring"
"000000265","000000000495","householder"
"000000265","000000000496","wife"
"000000265","000000000497","offspring"
"000000265","000000000498","offspring"
"000000266","000000000499","householder"
"000000266","000000000500","offspring"
"000000267","000000000501","householder"
"000000268","000000000502","householder"
"000000268","000000000503","offspring"
"000000269","000000000504","householder"
"000000269","000000000505","wife"
"000000269","000000000506","offspring"
"000000270","000000000507","householder"
"000000270","000000000508","wife"
"000000270","000000000509","offspring"
"000000271","000000000510","householder"
"000000271","000000000511","wife"
"000000271","000000000512","offspring"
"000000272","000000000513","householder"
"000000272","000000000514","wife"
"000000272","000000000515","offspring"
"000000273","000000000516","householder"
"000000273","000000000517","offspring"
"000000274","000000000518","householder"
"000000274","000000000519","offspring"
"000000275","000000000520","householder"
"000000275","000000000521","offspring"
"000000276","000000000522","householder"
"000000276","000000000523","wife"
"000000277","000000000524","householder"
"000000278","000000000525","householder"
"000000278","000000000526","wife"
"000000278","000000000527","offspring"
"000000279","000000000528","householder"
"000000279","000000000529","wife"
"000000280","000000000530","householder"
"000000280","000000000531","offspring"
"000000280","000000000532","offspring"
"000000281","000000000533","householder"
"000000281","000000000534","wife"
"000000281","000000000535","offspring"
"000000282","000000000536","householder"
"000000282","000000000537","wife"
"000000282","000000000538","offspring"
"000000282","000000000539","offspring"
"000000283","000000000540","householder"
"000000283","000000000541","offspring"
"000000284","000000000542","householder"
"000000284","000000000543","wife"
"000000284","000000000544","offspring"
"000000285","000000000545","householder"
"000000285","000000000546","wife"
"000000285","000000000547","offspring"
"000000286","000000000548","householder"
"000000286","000000000549","wife"
"000000286","000000000550","offspring"
"000000287","000000000551","householder"
"000000287","000000000552","offspring"
"000000288","000000000553","householder"
"000000288","000000000554","offspring"
"000000289","000000000555","householder"
"000000289","000000000556","wife"
"000000289","000000000557","offspring"
"000000290","000000000558","householder"
"000000290","000000000559","offspring"
"000000291","000000000560","householder"
"000000292","000000000561","householder"
"000000292","000000000562","wife"
"000000293","000000000563","householder"
"000000294","000000000564","householder"
"000000294","000000000565","wife"
"000000294","000000000566","offspring"
"000000295","000000000567","householder"
"000000295","000000000568","wife"
"000000296","000000000569","householder"
"000000296","000000000570","offspring"
"000000297","000000000571","householder"
"000000297","000000000572","wife"
"000000297","000000000573","offspring"
"000000297","000000000574","offspring"
"000000298","000000000575","householder"
"000000298","000000000576","offspring"
"000000299","000000000577","householder"
"000000299","000000000578","wife"
"000000299","000000000579","offspring"
"000000300","000000000580","householder"
"000000300","000000000581","offspring"
"000000301","000000000582","householder"
"000000301","000000000583","wife"
"000000301","000000000584","offspring"
"000000301","000000000585","offspring"
"000000302","000000000586","householder"
"000000302","000000000587","offspring"
"000000303","000000000588","householder"
"000000303","000000000589","wife"
"000000303","000000000590","offspring"
"000000304","000000000591","householder"
"000000304","000000000592","wife"
"000000305","000000000593","householder"
"000000305","000000000594","wife"
"000000305","000000000595","offspring"
"000000306","000000000596","householder"
"000000306","000000000597","offspring"
"000000307","000000000598","householder"
"000000307","000000000599","wife"
"000000307","000000000600","offspring"
"000000308","000000000601","householder"
"000000308","000000000602","offspring"
"000000308","000000000603","offspring"
"000000309","000000000604","householder"
"000000309","000000000605","offspring"
"000000309","000000000606","offspring"
"000000310","000000000607","householder"
"000000310","000000000608","offspring"
"000000310","000000000609","offspring"
"000000311","000000000610","householder"
"000000311","000000000611","offspring"
"000000311","000000000612","offspring"
"000000312","000000000613","householder"
"000000312","000000000614","wife"
"000000312","000000000615","offspring"
"000000312","000000000616","offspring"
"000000313","000000000617","householder"
"000000313","000000000618","offspring"
"000000314","000000000619","householder"
"000000314","000000000620","wife"
"000000314","000000000621","offspring"
"000000315","000000000622","householder"
"000000316","000000000623","householder"
"000000316","000000000624","wife"
"000000317","000000000625","householder"
"000000317","000000000626","wife"
"000000317","000000000627","offspring"
"000000318","000000000628","householder"
"000000318","000000000629","offspring"
"000000319","000000000630","householder"
"000000319","000000000631","wife"
"000000320","000000000632","householder"
"000000320","000000000633","wife"
"000000320","000000000634","offspring"
"000000321","000000000635","householder"
"000000321","000000000636","wife"
"000000321","000000000637","offspring"
"000000322","000000000638","householder"
"000000322","000000000639","wife"
"000000322","000000000640","offspring"
"000000323","000000000641","householder"
"000000324","000000000642","householder"
"000000325","000000000643","householder"
"000000325","000000000644","wife"
"000000325","000000000645","offspring"
"000000325","000000000646","offspring"
"000000326","000000000647","householder"
"000000326","000000000648","offspring"
"000000327","000000000649","householder"
"000000327","000000000650","wife"
"000000327","000000000651","offspring"
"000000328","000000000652","householder"
"000000329","000000000653","householder"
"000000329","000000000654","offspring"
"000000329","000000000655","offspring"
"000000330","000000000656","householder"
"000000330","000000000657","wife"
"000000330","000000000658","offspring"
"000000330","000000000659","offspring"
"000000331","000000000660","householder"
"000000331","000000000661","wife"
"000000331","000000000662","offspring"
"000000332","000000000663","householder"
"000000332","000000000664","wife"
"000000332","000000000665","offspring"
"000000333","000000000666","householder"
"000000333","000000000667","wife"
"000000333","000000000668","offspring"
"000000334","000000000669","householder"
"000000334","000000000670","offspring"
"000000335","000000000671","householder"
"000000335","000000000672","offspring"
"000000336","000000000673","householder"
"000000336","000000000674","offspring"
"000000337","000000000675","householder"
"000000337","000000000676","offspring"
"000000338","000000000677","householder"
"000000338","000000000678","wife"
"000000338","000000000679","offspring"
"000000339","000000000680","householder"
"000000339","000000000681","wife"
"000000340","000000000682","householder"
"000000340","000000000683","offspring"
"000000341","000000000684","householder"
"000000341","000000000685","wife"
"000000342","000000000686","householder"
"000000342","000000000687","offspring"
"000000343","000000000688","householder"
"000000343","000000000689","offspring"
"000000343","000000000690","offspring"
"000000344","000000000691","householder"
"000000344","000000000692","wife"
"000000344","000000000693","offspring"
"000000345","000000000694","householder"
"000000345","000000000695","wife"
"000000345","000000000696","offspring"
"000000346","000000000697","householder"
"000000346","000000000698","wife"
"000000347","000000000699","householder"
"000000347","000000000700","offspring"
"000000348","000000000701","householder"
"000000348","000000000702","wife"
"000000348","000000000703","offspring"
"000000349","000000000704","householder"
"000000349","000000000705","wife"
"000000350","000000000706","householder"
"000000350","000000000707","offspring"
"000000350","000000000708","offspring"
"000000351","000000000709","householder"
"000000351","000000000710","offspring"
"000000352","000000000711","householder"
"000000352","000000000712","wife"
"000000353","000000000713","householder"
"000000353","000000000714","wife"
"000000354","000000000715","householder"
"000000354","000000000716","wife"
"000000354","000000000717","offspring"
"000000355","000000000718","householder"
"000000355","000000000719","wife"
"000000355","000000000720","offspring"
"000000355","000000000721","offspring"
"000000356","000000000722","householder"
"000000356","000000000723","wife"
"000000357","000000000724","householder"
"000000357","000000000725","wife"
"000000357","000000000726","offspring"
"000000358","000000000727","householder"
"000000358","000000000728","wife"
"000000358","000000000729","offspring"
"000000358","000000000730","offspring"
"000000359","000000000731","householder"
"000000360","000000000732","householder"
"000000360","000000000733","wife"
"000000361","000000000734","householder"
"000000361","000000000735","offspring"
"000000362","000000000736","householder"
"000000362","000000000737","wife"
"000000362","000000000738","offspring"
"000000362","000000000739","offspring"
"000000363","000000000740","householder"
"000000363","000000000741","wife"
"000000363","000000000742","offspring"
"000000364","000000000743","householder"
"000000364","000000000744","wife"
"000000365","000000000745","householder"
"000000365","000000000746","offspring"
"000000366","000000000747","householder"
"000000366","000000000748","wife"
"000000366","000000000749","offspring"
"000000367","000000000750","householder"
"000000368","000000000751","householder"
"000000368","000000000752","offspring"
"000000368","000000000753","offspring"
"000000369","000000000754","householder"
"000000369","000000000755","wife"
"000000369","000000000756","offspring"
"000000370","000000000757","householder"
"000000370","000000000758","offspring"
"000000371","000000000759","householder"
"000000371","000000000760","wife"
"000000371","000000000761","offspring"
"000000372","000000000762","householder"
"000000372","000000000763","offspring"
"000000372","000000000764","offspring"
"000000373","000000000765","householder"
"000000373","000000000766","wife"
"000000373","000000000767","offspring"
"000000374","000000000768","householder"
"000000375","000000000769","householder"
"000000375","000000000770","wife"
"000000376","000000000771","householder"
"000000376","000000000772","wife"
"000000377","000000000773","householder"
"000000377","000000000774","wife"
"000000378","000000000775","householder"
"000000378","000000000776","wife"
"000000378","000000000777","offspring"
"000000379","000000000778","householder"
"000000379","000000000779","offspring"
"000000379","000000000780","offspring"
"000000380","000000000781","householder"
"000000380","000000000782","offspring"
"000000380","000000000783","offspring"
"000000381","000000000784","householder"
"000000382","000000000785","householder"
"000000382","000000000786","wife"
"000000383","000000000787","householder"
"000000383","000000000788","offspring"
"000000383","000000000789","offspring"
"000000384","000000000790","householder"
"000000384","000000000791","wife"
"000000384","000000000792","offspring"
"000000384","000000000793","offspring"
"000000385","000000000794","householder"
"000000385","000000000795","offspring"
"000000386","000000000796","householder"
"000000387","000000000797","householder"
"000000387","000000000798","wife"
"000000388","000000000799","householder"
"000000389","000000000800","householder"
"000000389","000000000801","wife"
"000000389","000000000802","offspring"
"000000390","000000000803","householder"
"000000390","000000000804","offspring"
"000000391","000000000805","householder"
"000000391","000000000806","wife"
"000000391","000000000807","offspring"
"000000392","000000000808","householder"
"000000392","000000000809","offspring"
"000000393","000000000810","householder"
"000000393","000000000811","wife"
"000000393","000000000812","offspring"
"000000394","000000000813","householder"
"000000394","000000000814","offspring"
"000000395","000000000815","householder"
"000000396","000000000816","householder"
"000000396","000000000817","wife"
"000000396","000000000818","offspring"
"000000397","000000000819","householder"
"000000397","000000000820","offspring"
"000000397","000000000821","offspring"
"000000398","000000000822","householder"
"000000399","000000000823","householder"
"000000399","000000000824","wife"
"000000400","000000000825","householder"
"000000401","000000000826","householder"
"000000401","000000000827","wife"
"000000401","000000000828","offspring"
"000000401","000000000829","offspring"
"000000402","000000000830","householder"
"000000402","000000000831","wife"
"000000402","000000000832","offspring"
"000000402","000000000833","offspring"
"000000403","000000000834","householder"
"000000403","000000000835","wife"
"000000403","000000000836","offspring"
"000000403","000000000837","offspring"
"000000404","000000000838","householder"
"000000404","000000000839","offspring"
"000000404","000000000840","offspring"
"000000405","000000000841","householder"
"000000405","000000000842","offspring"
"000000405","000000000843","offspring"
"000000406","000000000844","householder"
"000000406","000000000845","wife"
"000000406","000000000846","offspring"
"000000407","000000000847","householder"
"000000407","000000000848","wife"
"000000407","000000000849","offspring"
"000000408","000000000850","householder"
"000000408","000000000851","offspring"
"000000409","000000000852","householder"
"000000409","000000000853","offspring"
"000000410","000000000854","householder"
"000000410","000000000855","offspring"
"000000410","000000000856","offspring"
"000000411","000000000857","householder"
"000000411","000000000858","wife"
"000000412","000000000859","householder"
"000000412","000000000860","wife"
"000000412","000000000861","offspring"
"000000413","000000000862","householder"
"000000413","000000000863","wife"
"000000413","000000000864","offspring"
"000000414","000000000865","householder"
"000000414","000000000866","wife"
"000000414","000000000867","offspring"
"000000415","000000000868","householder"
"000000416","000000000869","householder"
"000000416","000000000870","wife"
"000000416","000000000871","offspring"
"000000417","000000000872","householder"
"000000418","000000000873","householder"
"000000418","000000000874","wife"
"000000418","000000000875","offspring"
"000000419","000000000876","householder"
"000000419","000000000877","wife"
"000000420","000000000878","householder"
"000000421","000000000879","householder"
"000000421","000000000880","wife"
"000000422","000000000881","householder"
"000000422","000000000882","wife"
"000000423","000000000883","householder"
"000000423","000000000884","offspring"
"000000423","000000000885","offspring"
"000000424","000000000886","householder"
"000000424","000000000887","offspring"
"000000424","000000000888","offspring"
"000000425","000000000889","householder"
"000000425","000000000890","wife"
"000000425","000000000891","offspring"
"000000425","000000000892","offspring"
"000000426","000000000893","householder"
"000000426","000000000894","wife"
"000000427","000000000895","householder"
"000000427","000000000896","offspring"
"000000428","000000000897","householder"
"000000428","000000000898","wife"
"000000428","000000000899","offspring"
"000000429","000000000900","householder"
"000000429","000000000901","offspring"
"000000429","000000000902","offspring"
"000000430","000000000903","householder"
"000000430","000000000904","offspring"
"000000430","000000000905","offspring"
"000000431","000000000906","householder"
"000000432","000000000907","householder"
"000000432","000000000908","wife"
"000000433","000000000909","householder"
"000000433","000000000910","wife"
"000000433","000000000911","offspring"
"000000434","000000000912","householder"
"000000434","000000000913","wife"
"000000434","000000000914","offspring"
"000000435","000000000915","householder"
"000000436","000000000916","householder"
"000000436","000000000917","wife"
"000000436","000000000918","offspring"
"000000437","000000000919","householder"
"000000437","000000000920","wife"
"000000437","000000000921","offspring"
"000000437","000000000922","offspring"
"000000438","000000000923","householder"
"000000438","000000000924","wife"
"000000438","000000000925","offspring"
"000000439","000000000926","householder"
"000000439","000000000927","offspring"
"000000440","000000000928","householder"
"000000440","000000000929","wife"
"000000440","000000000930","offspring"
"000000441","000000000931","householder"
"000000441","000000000932","wife"
"000000441","000000000933","offspring"
"000000441","000000000934","offspring"
"000000442","000000000935","householder"
"000000442","000000000936","offspring"
"000000442","000000000937","offspring"
"000000443","000000000938","householder"
"000000443","000000000939","offspring"
"000000443","000000000940","offspring"
"000000444","000000000941","householder"
"000000445","000000000942","householder"
"000000445","000000000943","wife"
"000000445","000000000944","offspring"
"000000446","000000000945","householder"
"000000446","000000000946","offspring"
"000000447","000000000947","householder"
"000000447","000000000948","wife"
"000000447","000000000949","offspring"
"000000448","000000000950","householder"
"000000448","000000000951","offspring"
"000000449","000000000952","householder"
"000000449","000000000953","wife"
"000000449","000000000954","offspring"
"000000449","000000000955","offspring"
"000000450","000000000956","householder"
"000000450","000000000957","wife"
"000000451","000000000958","householder"
"000000452","000000000959","householder"
"000000453","000000000960","householder"
"000000453","000000000961","wife"
"000000453","000000000962","offspring"
"000000453","000000000963","offspring"
"000000454","000000000964","householder"
"000000454","000000000965","offspring"
"000000454","000000000966","offspring"
"000000455","000000000967","householder"
"000000456","000000000968","householder"
"000000456","000000000969","wife"
"000000457","000000000970","householder"
"000000458","000000000971","householder"
"000000458","000000000972","wife"
